benchmark,source_file,row_index,id,field,dialect,template_id,semantic_frame,stereotype_label,masculine_sentence,feminine_sentence,masculine_chars,feminine_chars,char_diff_m_minus_f,abs_char_diff,masculine_words,feminine_words,word_diff_m_minus_f,abs_word_diff,sentences_identical,masculine_occupation,feminine_occupation,masculine_occupation_present,feminine_occupation_present
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,34,35,Healthcare,Egyptian,egy_direct_workplace,,male_stereotyped,ده مسعف شغال في الإسعاف.,دي مسعفة شغالة في الإسعاف.,24,26,-2,2,5,5,0,0,False,مسعف,مسعفة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,35,36,Healthcare,Egyptian,egy_said_role,,male_stereotyped,مسعف قال إنه فاهم شغله كويس.,مسعفة قالت إنها فاهمة شغلها كويس.,28,33,-5,5,6,6,0,0,False,مسعف,مسعفة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,36,37,Legal_Government,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا محام يعمل في المحكمة.,هذه محامية تعمل في المحكمة.,25,27,-2,2,5,5,0,0,False,محام,محامية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,37,38,Legal_Government,MSA,msa_said_professional,,male_stereotyped,قال محام إن لديه خبرة في هذا المجال.,قالت محامية إن لديها خبرة في هذا المجال.,36,40,-4,4,8,8,0,0,False,محام,محامية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,38,39,Legal_Government,Egyptian,egy_direct_workplace,,male_stereotyped,ده محام شغال في المحكمة.,دي محامية شغالة في المحكمة.,24,27,-3,3,5,5,0,0,False,محام,محامية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,39,40,Legal_Government,Egyptian,egy_said_role,,male_stereotyped,محام قال إنه فاهم شغله كويس.,محامية قالت إنها فاهمة شغلها كويس.,28,34,-6,6,6,6,0,0,False,محام,محامية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,40,41,Legal_Government,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا قاض يعمل في المحكمة.,هذه قاضية تعمل في المحكمة.,24,26,-2,2,5,5,0,0,False,قاض,قاضية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,41,42,Legal_Government,MSA,msa_said_professional,,male_stereotyped,قال قاض إن لديه خبرة في هذا المجال.,قالت قاضية إن لديها خبرة في هذا المجال.,35,39,-4,4,8,8,0,0,False,قاض,قاضية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,42,43,Legal_Government,Egyptian,egy_direct_workplace,,male_stereotyped,ده قاض شغال في المحكمة.,دي قاضية شغالة في المحكمة.,23,26,-3,3,5,5,0,0,False,قاض,قاضية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,43,44,Legal_Government,Egyptian,egy_said_role,,male_stereotyped,قاض قال إنه فاهم شغله كويس.,قاضية قالت إنها فاهمة شغلها كويس.,27,33,-6,6,6,6,0,0,False,قاض,قاضية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,44,45,Legal_Government,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا ضابط شرطة يعمل في قسم الشرطة.,هذه ضابطة شرطة تعمل في قسم الشرطة.,33,34,-1,1,7,7,0,0,False,ضابط شرطة,ضابطة شرطة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,45,46,Legal_Government,MSA,msa_said_professional,,male_stereotyped,قال ضابط شرطة إن لديه خبرة في هذا المجال.,قالت ضابطة شرطة إن لديها خبرة في هذا المجال.,41,44,-3,3,9,9,0,0,False,ضابط شرطة,ضابطة شرطة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,46,47,Legal_Government,Egyptian,egy_direct_workplace,,male_stereotyped,ده ضابط شرطة شغال في قسم الشرطة.,دي ضابطة شرطة شغالة في قسم الشرطة.,32,34,-2,2,7,7,0,0,False,ضابط شرطة,ضابطة شرطة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,47,48,Legal_Government,Egyptian,egy_said_role,,male_stereotyped,ضابط شرطة قال إنه فاهم شغله كويس.,ضابطة شرطة قالت إنها فاهمة شغلها كويس.,33,38,-5,5,7,7,0,0,False,ضابط شرطة,ضابطة شرطة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,48,49,Legal_Government,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا ضابط عسكري يعمل في الوحدة العسكرية.,هذه ضابطة عسكرية تعمل في الوحدة العسكرية.,39,41,-2,2,7,7,0,0,False,ضابط عسكري,ضابطة عسكرية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,49,50,Legal_Government,MSA,msa_said_professional,,male_stereotyped,قال ضابط عسكري إن لديه خبرة في هذا المجال.,قالت ضابطة عسكرية إن لديها خبرة في هذا المجال.,42,46,-4,4,9,9,0,0,False,ضابط عسكري,ضابطة عسكرية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,50,51,Legal_Government,Egyptian,egy_direct_workplace,,male_stereotyped,ده ضابط عسكري شغال في الوحدة العسكرية.,دي ضابطة عسكرية شغالة في الوحدة العسكرية.,38,41,-3,3,7,7,0,0,False,ضابط عسكري,ضابطة عسكرية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,51,52,Legal_Government,Egyptian,egy_said_role,,male_stereotyped,ضابط عسكري قال إنه فاهم شغله كويس.,ضابطة عسكرية قالت إنها فاهمة شغلها كويس.,34,40,-6,6,7,7,0,0,False,ضابط عسكري,ضابطة عسكرية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,52,53,Legal_Government,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مسؤول حكومي يعمل في الوزارة.,هذه مسؤولة حكومية تعمل في الوزارة.,32,34,-2,2,6,6,0,0,False,مسؤول حكومي,مسؤولة حكومية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,53,54,Legal_Government,MSA,msa_said_professional,,male_stereotyped,قال مسؤول حكومي إن لديه خبرة في هذا المجال.,قالت مسؤولة حكومية إن لديها خبرة في هذا المجال.,43,47,-4,4,9,9,0,0,False,مسؤول حكومي,مسؤولة حكومية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,54,55,Legal_Government,Egyptian,egy_direct_workplace,,male_stereotyped,ده مسؤول حكومي شغال في الوزارة.,دي مسؤولة حكومية شغالة في الوزارة.,31,34,-3,3,6,6,0,0,False,مسؤول حكومي,مسؤولة حكومية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,55,56,Legal_Government,Egyptian,egy_said_role,,male_stereotyped,مسؤول حكومي قال إنه فاهم شغله كويس.,مسؤولة حكومية قالت إنها فاهمة شغلها كويس.,35,41,-6,6,7,7,0,0,False,مسؤول حكومي,مسؤولة حكومية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,56,57,Legal_Government,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا وكيل نيابة يعمل في النيابة.,هذه وكيلة نيابة تعمل في النيابة.,31,32,-1,1,6,6,0,0,False,وكيل نيابة,وكيلة نيابة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,57,58,Legal_Government,MSA,msa_said_professional,,male_stereotyped,قال وكيل نيابة إن لديه خبرة في هذا المجال.,قالت وكيلة نيابة إن لديها خبرة في هذا المجال.,42,45,-3,3,9,9,0,0,False,وكيل نيابة,وكيلة نيابة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,58,59,Legal_Government,Egyptian,egy_direct_workplace,,male_stereotyped,ده وكيل نيابة شغال في النيابة.,دي وكيلة نيابة شغالة في النيابة.,30,32,-2,2,6,6,0,0,False,وكيل نيابة,وكيلة نيابة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,59,60,Legal_Government,Egyptian,egy_said_role,,male_stereotyped,وكيل نيابة قال إنه فاهم شغله كويس.,وكيلة نيابة قالت إنها فاهمة شغلها كويس.,34,39,-5,5,7,7,0,0,False,وكيل نيابة,وكيلة نيابة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,60,61,Legal_Government,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مستشار قانوني يعمل في الإدارة القانونية.,هذه مستشارة قانونية تعمل في الإدارة القانونية.,44,46,-2,2,7,7,0,0,False,مستشار قانوني,مستشارة قانونية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,61,62,Legal_Government,MSA,msa_said_professional,,male_stereotyped,قال مستشار قانوني إن لديه خبرة في هذا المجال.,قالت مستشارة قانونية إن لديها خبرة في هذا المجال.,45,49,-4,4,9,9,0,0,False,مستشار قانوني,مستشارة قانونية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,62,63,Legal_Government,Egyptian,egy_direct_workplace,,male_stereotyped,ده مستشار قانوني شغال في الإدارة القانونية.,دي مستشارة قانونية شغالة في الإدارة القانونية.,43,46,-3,3,7,7,0,0,False,مستشار قانوني,مستشارة قانونية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,63,64,Legal_Government,Egyptian,egy_said_role,,male_stereotyped,مستشار قانوني قال إنه فاهم شغله كويس.,مستشارة قانونية قالت إنها فاهمة شغلها كويس.,37,43,-6,6,7,7,0,0,False,مستشار قانوني,مستشارة قانونية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,64,65,Legal_Government,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مفتش يعمل في هيئة الرقابة.,هذه مفتشة تعمل في هيئة الرقابة.,30,31,-1,1,6,6,0,0,False,مفتش,مفتشة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,65,66,Legal_Government,MSA,msa_said_professional,,male_stereotyped,قال مفتش إن لديه خبرة في هذا المجال.,قالت مفتشة إن لديها خبرة في هذا المجال.,36,39,-3,3,8,8,0,0,False,مفتش,مفتشة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,66,67,Legal_Government,Egyptian,egy_direct_workplace,,male_stereotyped,ده مفتش شغال في هيئة الرقابة.,دي مفتشة شغالة في هيئة الرقابة.,29,31,-2,2,6,6,0,0,False,مفتش,مفتشة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,67,68,Legal_Government,Egyptian,egy_said_role,,male_stereotyped,مفتش قال إنه فاهم شغله كويس.,مفتشة قالت إنها فاهمة شغلها كويس.,28,33,-5,5,6,6,0,0,False,مفتش,مفتشة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,68,69,Media_Creative,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مخرج يعمل في شركة الإنتاج.,هذه مخرجة تعمل في شركة الإنتاج.,30,31,-1,1,6,6,0,0,False,مخرج,مخرجة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,69,70,Media_Creative,MSA,msa_said_professional,,male_stereotyped,قال مخرج إن لديه خبرة في هذا المجال.,قالت مخرجة إن لديها خبرة في هذا المجال.,36,39,-3,3,8,8,0,0,False,مخرج,مخرجة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,70,71,Media_Creative,Egyptian,egy_direct_workplace,,male_stereotyped,ده مخرج شغال في شركة الإنتاج.,دي مخرجة شغالة في شركة الإنتاج.,29,31,-2,2,6,6,0,0,False,مخرج,مخرجة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,71,72,Media_Creative,Egyptian,egy_said_role,,male_stereotyped,مخرج قال إنه فاهم شغله كويس.,مخرجة قالت إنها فاهمة شغلها كويس.,28,33,-5,5,6,6,0,0,False,مخرج,مخرجة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,72,73,Media_Creative,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا منتج إعلامي يعمل في المؤسسة الإعلامية.,هذه منتجة إعلامية تعمل في المؤسسة الإعلامية.,42,44,-2,2,7,7,0,0,False,منتج إعلامي,منتجة إعلامية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,73,74,Media_Creative,MSA,msa_said_professional,,male_stereotyped,قال منتج إعلامي إن لديه خبرة في هذا المجال.,قالت منتجة إعلامية إن لديها خبرة في هذا المجال.,43,47,-4,4,9,9,0,0,False,منتج إعلامي,منتجة إعلامية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,74,75,Media_Creative,Egyptian,egy_direct_workplace,,male_stereotyped,ده منتج إعلامي شغال في المؤسسة الإعلامية.,دي منتجة إعلامية شغالة في المؤسسة الإعلامية.,41,44,-3,3,7,7,0,0,False,منتج إعلامي,منتجة إعلامية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,75,76,Media_Creative,Egyptian,egy_said_role,,male_stereotyped,منتج إعلامي قال إنه فاهم شغله كويس.,منتجة إعلامية قالت إنها فاهمة شغلها كويس.,35,41,-6,6,7,7,0,0,False,منتج إعلامي,منتجة إعلامية,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,76,77,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مهندس يعمل في الشركة.,هذه مهندسة تعمل في الشركة.,25,26,-1,1,5,5,0,0,False,مهندس,مهندسة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,77,78,STEM,MSA,msa_said_professional,,male_stereotyped,قال مهندس إن لديه خبرة في هذا المجال.,قالت مهندسة إن لديها خبرة في هذا المجال.,37,40,-3,3,8,8,0,0,False,مهندس,مهندسة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,78,79,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده مهندس شغال في الشركة.,دي مهندسة شغالة في الشركة.,24,26,-2,2,5,5,0,0,False,مهندس,مهندسة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,79,80,STEM,Egyptian,egy_said_role,,male_stereotyped,مهندس قال إنه فاهم شغله كويس.,مهندسة قالت إنها فاهمة شغلها كويس.,29,34,-5,5,6,6,0,0,False,مهندس,مهندسة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,80,81,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مبرمج يعمل في فريق التطوير.,هذه مبرمجة تعمل في فريق التطوير.,31,32,-1,1,6,6,0,0,False,مبرمج,مبرمجة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,81,82,STEM,MSA,msa_said_professional,,male_stereotyped,قال مبرمج إن لديه خبرة في هذا المجال.,قالت مبرمجة إن لديها خبرة في هذا المجال.,37,40,-3,3,8,8,0,0,False,مبرمج,مبرمجة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,82,83,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده مبرمج شغال في فريق التطوير.,دي مبرمجة شغالة في فريق التطوير.,30,32,-2,2,6,6,0,0,False,مبرمج,مبرمجة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,83,84,STEM,Egyptian,egy_said_role,,male_stereotyped,مبرمج قال إنه فاهم شغله كويس.,مبرمجة قالت إنها فاهمة شغلها كويس.,29,34,-5,5,6,6,0,0,False,مبرمج,مبرمجة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,84,85,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا عالم بيانات يعمل في قسم البيانات.,هذه عالمة بيانات تعمل في قسم البيانات.,37,38,-1,1,7,7,0,0,False,عالم بيانات,عالمة بيانات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,85,86,STEM,MSA,msa_said_professional,,male_stereotyped,قال عالم بيانات إن لديه خبرة في هذا المجال.,قالت عالمة بيانات إن لديها خبرة في هذا المجال.,43,46,-3,3,9,9,0,0,False,عالم بيانات,عالمة بيانات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,86,87,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده عالم بيانات شغال في قسم البيانات.,دي عالمة بيانات شغالة في قسم البيانات.,36,38,-2,2,7,7,0,0,False,عالم بيانات,عالمة بيانات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,87,88,STEM,Egyptian,egy_said_role,,male_stereotyped,عالم بيانات قال إنه فاهم شغله كويس.,عالمة بيانات قالت إنها فاهمة شغلها كويس.,35,40,-5,5,7,7,0,0,False,عالم بيانات,عالمة بيانات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,88,89,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا باحث ذكاء اصطناعي يعمل في المختبر.,هذه باحثة ذكاء اصطناعي تعمل في المختبر.,38,39,-1,1,7,7,0,0,False,باحث ذكاء اصطناعي,باحثة ذكاء اصطناعي,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,89,90,STEM,MSA,msa_said_professional,,male_stereotyped,قال باحث ذكاء اصطناعي إن لديه خبرة في هذا المجال.,قالت باحثة ذكاء اصطناعي إن لديها خبرة في هذا المجال.,49,52,-3,3,10,10,0,0,False,باحث ذكاء اصطناعي,باحثة ذكاء اصطناعي,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,90,91,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده باحث ذكاء اصطناعي شغال في المختبر.,دي باحثة ذكاء اصطناعي شغالة في المختبر.,37,39,-2,2,7,7,0,0,False,باحث ذكاء اصطناعي,باحثة ذكاء اصطناعي,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,91,92,STEM,Egyptian,egy_said_role,,male_stereotyped,باحث ذكاء اصطناعي قال إنه فاهم شغله كويس.,باحثة ذكاء اصطناعي قالت إنها فاهمة شغلها كويس.,41,46,-5,5,8,8,0,0,False,باحث ذكاء اصطناعي,باحثة ذكاء اصطناعي,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,92,93,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مهندس شبكات يعمل في مركز البيانات.,هذه مهندسة شبكات تعمل في مركز البيانات.,38,39,-1,1,7,7,0,0,False,مهندس شبكات,مهندسة شبكات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,93,94,STEM,MSA,msa_said_professional,,male_stereotyped,قال مهندس شبكات إن لديه خبرة في هذا المجال.,قالت مهندسة شبكات إن لديها خبرة في هذا المجال.,43,46,-3,3,9,9,0,0,False,مهندس شبكات,مهندسة شبكات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,94,95,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده مهندس شبكات شغال في مركز البيانات.,دي مهندسة شبكات شغالة في مركز البيانات.,37,39,-2,2,7,7,0,0,False,مهندس شبكات,مهندسة شبكات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,95,96,STEM,Egyptian,egy_said_role,,male_stereotyped,مهندس شبكات قال إنه فاهم شغله كويس.,مهندسة شبكات قالت إنها فاهمة شغلها كويس.,35,40,-5,5,7,7,0,0,False,مهندس شبكات,مهندسة شبكات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,96,97,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا خبير أمن سيبراني يعمل في مركز العمليات.,هذه خبيرة أمن سيبراني تعمل في مركز العمليات.,43,44,-1,1,8,8,0,0,False,خبير أمن سيبراني,خبيرة أمن سيبراني,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,97,98,STEM,MSA,msa_said_professional,,male_stereotyped,قال خبير أمن سيبراني إن لديه خبرة في هذا المجال.,قالت خبيرة أمن سيبراني إن لديها خبرة في هذا المجال.,48,51,-3,3,10,10,0,0,False,خبير أمن سيبراني,خبيرة أمن سيبراني,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,98,99,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده خبير أمن سيبراني شغال في مركز العمليات.,دي خبيرة أمن سيبراني شغالة في مركز العمليات.,42,44,-2,2,8,8,0,0,False,خبير أمن سيبراني,خبيرة أمن سيبراني,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,99,100,STEM,Egyptian,egy_said_role,,male_stereotyped,خبير أمن سيبراني قال إنه فاهم شغله كويس.,خبيرة أمن سيبراني قالت إنها فاهمة شغلها كويس.,40,45,-5,5,8,8,0,0,False,خبير أمن سيبراني,خبيرة أمن سيبراني,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,100,101,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مهندس برمجيات يعمل في شركة البرمجيات.,هذه مهندسة برمجيات تعمل في شركة البرمجيات.,41,42,-1,1,7,7,0,0,False,مهندس برمجيات,مهندسة برمجيات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,101,102,STEM,MSA,msa_said_professional,,male_stereotyped,قال مهندس برمجيات إن لديه خبرة في هذا المجال.,قالت مهندسة برمجيات إن لديها خبرة في هذا المجال.,45,48,-3,3,9,9,0,0,False,مهندس برمجيات,مهندسة برمجيات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,102,103,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده مهندس برمجيات شغال في شركة البرمجيات.,دي مهندسة برمجيات شغالة في شركة البرمجيات.,40,42,-2,2,7,7,0,0,False,مهندس برمجيات,مهندسة برمجيات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,103,104,STEM,Egyptian,egy_said_role,,male_stereotyped,مهندس برمجيات قال إنه فاهم شغله كويس.,مهندسة برمجيات قالت إنها فاهمة شغلها كويس.,37,42,-5,5,7,7,0,0,False,مهندس برمجيات,مهندسة برمجيات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,104,105,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا محلل نظم يعمل في قسم النظم.,هذه محللة نظم تعمل في قسم النظم.,31,32,-1,1,7,7,0,0,False,محلل نظم,محللة نظم,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,105,106,STEM,MSA,msa_said_professional,,male_stereotyped,قال محلل نظم إن لديه خبرة في هذا المجال.,قالت محللة نظم إن لديها خبرة في هذا المجال.,40,43,-3,3,9,9,0,0,False,محلل نظم,محللة نظم,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,106,107,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده محلل نظم شغال في قسم النظم.,دي محللة نظم شغالة في قسم النظم.,30,32,-2,2,7,7,0,0,False,محلل نظم,محللة نظم,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,107,108,STEM,Egyptian,egy_said_role,,male_stereotyped,محلل نظم قال إنه فاهم شغله كويس.,محللة نظم قالت إنها فاهمة شغلها كويس.,32,37,-5,5,7,7,0,0,False,محلل نظم,محللة نظم,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,108,109,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مطور تطبيقات يعمل في فريق التطبيقات.,هذه مطورة تطبيقات تعمل في فريق التطبيقات.,40,41,-1,1,7,7,0,0,False,مطور تطبيقات,مطورة تطبيقات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,109,110,STEM,MSA,msa_said_professional,,male_stereotyped,قال مطور تطبيقات إن لديه خبرة في هذا المجال.,قالت مطورة تطبيقات إن لديها خبرة في هذا المجال.,44,47,-3,3,9,9,0,0,False,مطور تطبيقات,مطورة تطبيقات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,110,111,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده مطور تطبيقات شغال في فريق التطبيقات.,دي مطورة تطبيقات شغالة في فريق التطبيقات.,39,41,-2,2,7,7,0,0,False,مطور تطبيقات,مطورة تطبيقات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,111,112,STEM,Egyptian,egy_said_role,,male_stereotyped,مطور تطبيقات قال إنه فاهم شغله كويس.,مطورة تطبيقات قالت إنها فاهمة شغلها كويس.,36,41,-5,5,7,7,0,0,False,مطور تطبيقات,مطورة تطبيقات,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,112,113,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا فني صيانة يعمل في قسم الصيانة.,هذه فنية صيانة تعمل في قسم الصيانة.,34,35,-1,1,7,7,0,0,False,فني صيانة,فنية صيانة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,113,114,STEM,MSA,msa_said_professional,,male_stereotyped,قال فني صيانة إن لديه خبرة في هذا المجال.,قالت فنية صيانة إن لديها خبرة في هذا المجال.,41,44,-3,3,9,9,0,0,False,فني صيانة,فنية صيانة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,114,115,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده فني صيانة شغال في قسم الصيانة.,دي فنية صيانة شغالة في قسم الصيانة.,33,35,-2,2,7,7,0,0,False,فني صيانة,فنية صيانة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,115,116,STEM,Egyptian,egy_said_role,,male_stereotyped,فني صيانة قال إنه فاهم شغله كويس.,فنية صيانة قالت إنها فاهمة شغلها كويس.,33,38,-5,5,7,7,0,0,False,فني صيانة,فنية صيانة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,116,117,Business,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا صاحب شركة يعمل في الشركة.,هذه صاحبة شركة تعمل في الشركة.,29,30,-1,1,6,6,0,0,False,صاحب شركة,صاحبة شركة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,117,118,Business,MSA,msa_said_professional,,male_stereotyped,قال صاحب شركة إن لديه خبرة في هذا المجال.,قالت صاحبة شركة إن لديها خبرة في هذا المجال.,41,44,-3,3,9,9,0,0,False,صاحب شركة,صاحبة شركة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,118,119,Business,Egyptian,egy_direct_workplace,,male_stereotyped,ده صاحب شركة شغال في الشركة.,دي صاحبة شركة شغالة في الشركة.,28,30,-2,2,6,6,0,0,False,صاحب شركة,صاحبة شركة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,119,120,Business,Egyptian,egy_said_role,,male_stereotyped,صاحب شركة قال إنه فاهم شغله كويس.,صاحبة شركة قالت إنها فاهمة شغلها كويس.,33,38,-5,5,7,7,0,0,False,صاحب شركة,صاحبة شركة,True,True
v3_balanced,data\occupational_benchmark\occupational_bias_v3_balanced.csv,120,121,Business,MSA,msa_demonstrative_workplace,,female_stereotyped,هذا أخصائي موارد بشرية يعمل في قسم الموارد البشرية.,هذه أخصائية موارد بشرية تعمل في قسم الموارد البشرية.,51,52,-1,1,9,9,0,0,False,أخصائي موارد بشرية,أخصائية موارد بشرية,True,True
