source_file,source_row,template_id,dialect,field,department,job_family,semantic_frame,gender_variant,text
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,193,v6_msa_workplace_context,MSA,technology_it,technology_it,quality_assurance,workplace_membership,masculine,يشغل مختبر برمجيات دورًا مهنيًا داخل قسم الجودة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,501,v6_egy_leadership_context,Egyptian,healthcare,healthcare,nutrition,leadership_agency,masculine,أخصائي تغذية قاد الفريق في مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1787,v6_msa_training_context,MSA,human_resources,human_resources,learning_development,professional_development,masculine,شارك أخصائي تعلم وتطوير في برنامج تدريبي لتطوير المهارات المهنية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1543,v6_msa_performance_review,MSA,sales_marketing,sales_marketing,content,performance_evaluation,masculine,حصل كاتب محتوى على تقييم مهني جيد هذا العام.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2524,v6_msa_cv_profile,MSA,engineering_manufacturing,engineering_manufacturing,logistics,professional_profile,masculine,توضح السيرة الذاتية أن صاحبها يعمل كـ منسق لوجستيات.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1009,v6_msa_workplace_context,MSA,business_management,business_management,supply_chain,workplace_membership,feminine,تشغل مخططة سلسلة إمداد دورًا مهنيًا داخل قسم سلسلة الإمداد.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2231,v6_egy_daily_work_context,Egyptian,legal_government,legal_government,court,routine_work,feminine,كاتبة محكمة بتتابع مهامها اليومية مع فريق القانون والحكومة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1102,v6_egy_training_context,Egyptian,business_management,business_management,quality,professional_development,masculine,مدير جودة دخل تدريب عشان يطور مهاراته في الشغل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,79,v6_msa_performance_review,MSA,technology_it,technology_it,data_ai,performance_evaluation,feminine,حصلت محللة بيانات على تقييم مهني جيد هذا العام.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1301,v6_msa_job_ad,MSA,finance_accounting,finance_accounting,treasury,hiring_context,masculine,تعلن الشركة عن وظيفة مسؤول خزينة في قسم الخزينة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1103,v6_egy_daily_work_context,Egyptian,business_management,business_management,quality,routine_work,feminine,مديرة جودة بتتابع مهامها اليومية مع فريق الإدارة والأعمال.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1523,v6_msa_training_context,MSA,sales_marketing,sales_marketing,digital_marketing,professional_development,feminine,شاركت مسوقة رقمية في برنامج تدريبي لتطوير المهارات المهنية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1172,v6_egy_team_dependency,Egyptian,finance_accounting,finance_accounting,accounting,team_reliance,feminine,الفريق بيعتمد على محاسبة في شغل القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2721,v6_msa_team_dependency,MSA,media_creative,media_creative,production,team_reliance,feminine,يعتمد الفريق على منتجة إعلامية في إنجاز مهام القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2473,v6_msa_workplace_context,MSA,engineering_manufacturing,engineering_manufacturing,factory,workplace_membership,masculine,يشغل مدير مصنع دورًا مهنيًا داخل إدارة المصنع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2401,v6_msa_workplace_context,MSA,engineering_manufacturing,engineering_manufacturing,production,workplace_membership,masculine,يشغل مشرف إنتاج دورًا مهنيًا داخل قسم الإنتاج.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1000,v6_egy_job_ad,Egyptian,business_management,business_management,procurement,hiring_context,feminine,الشركة طالبة أخصائية مشتريات تشتغل في قسم المشتريات.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,398,v6_egy_role_responsibility,Egyptian,healthcare,healthcare,radiology,professional_responsibility,feminine,فنية أشعة ماسكة مسؤوليات مهمة جوه قسم الأشعة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2561,v6_egy_interview_context,Egyptian,engineering_manufacturing,engineering_manufacturing,warehouse,selection_process,masculine,مشرف مخزن راح إنترفيو في قسم الهندسة والتصنيع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2552,v6_msa_promotion_context,MSA,engineering_manufacturing,engineering_manufacturing,warehouse,career_progression,feminine,تمت ترقية مشرفة مخزن بعد تحقيق نتائج قوية في العمل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1093,v6_egy_workplace_context,Egyptian,business_management,business_management,quality,workplace_membership,feminine,مديرة جودة ليها دور مهم جوه قسم الجودة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,716,v6_egy_team_dependency,Egyptian,education,education,library,team_reliance,masculine,الفريق بيعتمد على أمين مكتبة في شغل القسم.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,388,egy_job_ad_title,Egyptian,Education,,,job_advertisement,masculine,عنوان الشغل في الإعلان: أستاذ جامعي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,18,v6_egy_performance_review,Egyptian,technology_it,technology_it,software_engineering,performance_evaluation,feminine,مطورة برمجيات خلفية أخدت تقييم كويس في الشغل السنة دي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2308,v6_msa_cv_profile,MSA,engineering_manufacturing,engineering_manufacturing,civil_engineering,professional_profile,masculine,توضح السيرة الذاتية أن صاحبها يعمل كـ مهندس مدني.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2372,v6_egy_team_dependency,Egyptian,engineering_manufacturing,engineering_manufacturing,mechanical_engineering,team_reliance,feminine,الفريق بيعتمد على مهندسة ميكانيكا في شغل القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1755,v6_msa_job_title_record,MSA,human_resources,human_resources,hr_operations,formal_record,feminine,المسمى الوظيفي المسجل هو أخصائية موارد بشرية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2773,v6_egy_workplace_context,Egyptian,media_creative,media_creative,animation,workplace_membership,masculine,محرك رسوم ليه دور مهم جوه قسم الرسوم المتحركة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2093,v6_msa_job_ad,MSA,legal_government,legal_government,contracts,hiring_context,feminine,تعلن الشركة عن وظيفة أخصائية عقود في قسم العقود.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,345,egy_cv_job_title,Egyptian,Media_Creative,,,cv_profile,feminine,المسمى الوظيفي في الـ CV: مصممة أزياء.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1522,v6_msa_leadership_context,MSA,sales_marketing,sales_marketing,digital_marketing,leadership_agency,masculine,قاد مسوق رقمي فريق العمل خلال مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2166,v6_msa_interview_context,MSA,legal_government,legal_government,inspection,selection_process,masculine,حضر مفتش مقابلة عمل في قسم القانون والحكومة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2250,v6_egy_performance_review,Egyptian,legal_government,legal_government,investigation,performance_evaluation,feminine,محققة قانونية أخدت تقييم كويس في الشغل السنة دي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1569,v6_msa_team_dependency,MSA,sales_marketing,sales_marketing,social_media,team_reliance,feminine,يعتمد الفريق على أخصائية تواصل اجتماعي في إنجاز مهام القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,397,v6_egy_workplace_context,Egyptian,healthcare,healthcare,radiology,workplace_membership,masculine,فني أشعة ليه دور مهم جوه قسم الأشعة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,107,v6_msa_training_context,MSA,technology_it,technology_it,data_ai,professional_development,masculine,شارك عالم بيانات في برنامج تدريبي لتطوير المهارات المهنية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1614,v6_msa_interview_context,MSA,sales_marketing,sales_marketing,market_research,selection_process,masculine,حضر محلل أبحاث سوق مقابلة عمل في قسم المبيعات والتسويق.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2112,v6_msa_department_assignment,MSA,legal_government,legal_government,policy,department_membership,masculine,يعمل محلل سياسات في قسم القانون والحكومة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2546,v6_msa_role_responsibility,MSA,engineering_manufacturing,engineering_manufacturing,warehouse,professional_responsibility,feminine,تتولى مشرفة مخزن مسؤوليات مهمة داخل قسم المخزن.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,820,v6_msa_cv_profile,MSA,education,education,advising,professional_profile,masculine,توضح السيرة الذاتية أن صاحبها يعمل كـ مرشد أكاديمي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1634,v6_msa_role_responsibility,MSA,sales_marketing,sales_marketing,public_relations,professional_responsibility,masculine,يتولى مسؤول علاقات عامة مسؤوليات مهمة داخل العلاقات العامة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1850,v6_msa_role_responsibility,MSA,human_resources,human_resources,talent_management,professional_responsibility,feminine,تتولى مديرة مواهب مسؤوليات مهمة داخل إدارة المواهب.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2424,v6_msa_department_assignment,MSA,engineering_manufacturing,engineering_manufacturing,quality_control,department_membership,masculine,يعمل مفتش جودة في قسم الهندسة والتصنيع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2453,v6_msa_job_ad,MSA,engineering_manufacturing,engineering_manufacturing,maintenance,hiring_context,feminine,تعلن الشركة عن وظيفة فنية صيانة في قسم الصيانة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2421,v6_egy_leadership_context,Egyptian,engineering_manufacturing,engineering_manufacturing,production,leadership_agency,feminine,مشرفة إنتاج قادت الفريق في مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2217,v6_msa_team_dependency,MSA,legal_government,legal_government,court,team_reliance,feminine,يعتمد الفريق على كاتبة محكمة في إنجاز مهام القسم.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,489,egy_cv_job_title,Egyptian,Media_Creative,,,cv_profile,masculine,المسمى الوظيفي في الـ CV: محرر.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1844,v6_egy_team_dependency,Egyptian,human_resources,human_resources,employee_relations,team_reliance,masculine,الفريق بيعتمد على مسؤول علاقات موظفين في شغل القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2496,v6_msa_department_assignment,MSA,engineering_manufacturing,engineering_manufacturing,safety,department_membership,feminine,تعمل مهندسة سلامة في قسم الهندسة والتصنيع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2158,v6_egy_training_context,Egyptian,legal_government,legal_government,public_admin,professional_development,feminine,موظفة حكومية دخلت تدريب عشان تطور مهاراتها في الشغل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,724,v6_msa_cv_profile,MSA,education,education,training,professional_profile,masculine,توضح السيرة الذاتية أن صاحبها يعمل كـ أخصائي تدريب.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1306,v6_msa_leadership_context,MSA,finance_accounting,finance_accounting,treasury,leadership_agency,masculine,قاد مسؤول خزينة فريق العمل خلال مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1017,v6_msa_team_dependency,MSA,business_management,business_management,supply_chain,team_reliance,feminine,يعتمد الفريق على مخططة سلسلة إمداد في إنجاز مهام القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1126,v6_egy_training_context,Egyptian,business_management,business_management,consulting,professional_development,masculine,استشاري إداري دخل تدريب عشان يطور مهاراته في الشغل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,619,v6_egy_promotion_context,Egyptian,education,education,university_teaching,career_progression,masculine,محاضر اترقى بعد ما حقق نتائج قوية في الشغل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1986,v6_egy_performance_review,Egyptian,human_resources,human_resources,organizational_development,performance_evaluation,feminine,استشارية تطوير تنظيمي أخدت تقييم كويس في الشغل السنة دي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1718,v6_egy_role_responsibility,Egyptian,sales_marketing,sales_marketing,copywriting,professional_responsibility,feminine,كاتبة إعلانات ماسكة مسؤوليات مهمة جوه القسم الإبداعي.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,449,egy_profile_job_title,Egyptian,Legal_Government,,,professional_profile,feminine,الوظيفة المكتوبة في البروفايل: موظفة حكومية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,368,v6_msa_promotion_context,MSA,healthcare,healthcare,laboratory,career_progression,masculine,تمت ترقية أخصائي معمل بعد تحقيق نتائج قوية في العمل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2318,v6_egy_role_responsibility,Egyptian,engineering_manufacturing,engineering_manufacturing,civil_engineering,professional_responsibility,masculine,مهندس مدني ماسك مسؤوليات مهمة جوه قسم الهندسة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2541,v6_egy_leadership_context,Egyptian,engineering_manufacturing,engineering_manufacturing,logistics,leadership_agency,feminine,منسقة لوجستيات قادت الفريق في مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2383,v6_msa_performance_review,MSA,engineering_manufacturing,engineering_manufacturing,industrial_engineering,performance_evaluation,feminine,حصلت مهندسة صناعية على تقييم مهني جيد هذا العام.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2069,v6_msa_job_ad,MSA,legal_government,legal_government,compliance,hiring_context,masculine,تعلن الشركة عن وظيفة مسؤول امتثال في قسم الامتثال.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2236,v6_msa_cv_profile,MSA,legal_government,legal_government,investigation,professional_profile,masculine,توضح السيرة الذاتية أن صاحبها يعمل كـ محقق قانوني.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2006,v6_egy_role_responsibility,Egyptian,human_resources,human_resources,payroll_hr,professional_responsibility,feminine,مسؤولة رواتب موارد بشرية ماسكة مسؤوليات مهمة جوه رواتب الموارد البشرية.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,131,egy_profile_job_title,Egyptian,STEM,,,professional_profile,masculine,الوظيفة المكتوبة في البروفايل: عالم بيانات.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1291,v6_egy_promotion_context,Egyptian,finance_accounting,finance_accounting,tax,career_progression,masculine,أخصائي ضرائب اترقى بعد ما حقق نتائج قوية في الشغل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,655,v6_msa_performance_review,MSA,education,education,academic_admin,performance_evaluation,feminine,حصلت منسقة أكاديمية على تقييم مهني جيد هذا العام.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1208,v6_msa_promotion_context,MSA,finance_accounting,finance_accounting,financial_analysis,career_progression,masculine,تمت ترقية محلل مالي بعد تحقيق نتائج قوية في العمل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1223,v6_egy_daily_work_context,Egyptian,finance_accounting,finance_accounting,financial_analysis,routine_work,feminine,محللة مالية بتتابع مهامها اليومية مع فريق المالية والمحاسبة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,361,v6_msa_workplace_context,MSA,healthcare,healthcare,laboratory,workplace_membership,masculine,يشغل أخصائي معمل دورًا مهنيًا داخل المعمل.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,448,egy_job_ad_title,Egyptian,Legal_Government,,,job_advertisement,feminine,عنوان الشغل في الإعلان: موظفة حكومية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2355,v6_msa_job_title_record,MSA,engineering_manufacturing,engineering_manufacturing,mechanical_engineering,formal_record,feminine,المسمى الوظيفي المسجل هو مهندسة ميكانيكا.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2513,v6_egy_interview_context,Egyptian,engineering_manufacturing,engineering_manufacturing,safety,selection_process,feminine,مهندسة سلامة راحت إنترفيو في قسم الهندسة والتصنيع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2105,v6_egy_interview_context,Egyptian,legal_government,legal_government,contracts,selection_process,masculine,أخصائي عقود راح إنترفيو في قسم القانون والحكومة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1505,v6_egy_interview_context,Egyptian,sales_marketing,sales_marketing,marketing,selection_process,feminine,أخصائية تسويق راحت إنترفيو في قسم المبيعات والتسويق.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1732,v6_msa_cv_profile,MSA,human_resources,human_resources,recruitment,professional_profile,feminine,توضح السيرة الذاتية أن صاحبتها تعمل كـ مسؤولة توظيف.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1058,v6_msa_role_responsibility,MSA,business_management,business_management,administration,professional_responsibility,masculine,يتولى مساعد إداري مسؤوليات مهمة داخل قسم الإدارة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,996,v6_egy_department_assignment,Egyptian,business_management,business_management,procurement,department_membership,masculine,أخصائي مشتريات شغال في قسم الإدارة والأعمال.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,680,v6_msa_promotion_context,MSA,education,education,student_affairs,career_progression,masculine,تمت ترقية مسؤول شؤون طلاب بعد تحقيق نتائج قوية في العمل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1814,v6_egy_role_responsibility,Egyptian,human_resources,human_resources,compensation,professional_responsibility,masculine,أخصائي تعويضات ومزايا ماسك مسؤوليات مهمة جوه التعويضات والمزايا.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,867,v6_msa_job_title_record,MSA,business_management,business_management,management,formal_record,masculine,المسمى الوظيفي المسجل هو مدير عام.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,407,v6_egy_daily_work_context,Egyptian,healthcare,healthcare,radiology,routine_work,masculine,فني أشعة بيتابع مهامه اليومية مع فريق الرعاية الصحية.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,289,msa_job_ad_title,MSA,Education,,,job_advertisement,masculine,عنوان الوظيفة في الإعلان: معلم ابتدائي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2066,v6_msa_role_responsibility,MSA,legal_government,legal_government,compliance,professional_responsibility,masculine,يتولى مسؤول امتثال مسؤوليات مهمة داخل قسم الامتثال.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1562,v6_msa_role_responsibility,MSA,sales_marketing,sales_marketing,social_media,professional_responsibility,feminine,تتولى أخصائية تواصل اجتماعي مسؤوليات مهمة داخل قسم التواصل الاجتماعي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1988,v6_egy_team_dependency,Egyptian,human_resources,human_resources,organizational_development,team_reliance,masculine,الفريق بيعتمد على استشاري تطوير تنظيمي في شغل القسم.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,383,egy_profile_job_title,Egyptian,Business,,,professional_profile,masculine,الوظيفة المكتوبة في البروفايل: مدير تسويق.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2611,v6_egy_promotion_context,Egyptian,media_creative,media_creative,design,career_progression,feminine,مصممة جرافيك اترقت بعد ما حققت نتائج قوية في الشغل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,567,v6_egy_job_title_profile,Egyptian,healthcare,healthcare,records,professional_profile,masculine,في البروفايل مكتوب إن شغله مسؤول سجلات طبية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,700,v6_msa_cv_profile,MSA,education,education,library,professional_profile,feminine,توضح السيرة الذاتية أن صاحبتها تعمل كـ أمينة مكتبة.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,71,egy_profile_job_title,Egyptian,Legal_Government,,,professional_profile,feminine,الوظيفة المكتوبة في البروفايل: ضابطة شرطة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1824,v6_msa_department_assignment,MSA,human_resources,human_resources,employee_relations,department_membership,feminine,تعمل مسؤولة علاقات موظفين في قسم الموارد البشرية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2347,v6_egy_promotion_context,Egyptian,engineering_manufacturing,engineering_manufacturing,electrical_engineering,career_progression,masculine,مهندس كهرباء اترقى بعد ما حقق نتائج قوية في الشغل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,252,v6_egy_department_assignment,Egyptian,technology_it,technology_it,product,department_membership,feminine,مالكة منتج شغالة في قسم تكنولوجيا المعلومات.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2291,v6_msa_training_context,MSA,legal_government,legal_government,records,professional_development,feminine,شاركت مسؤولة سجلات في برنامج تدريبي لتطوير المهارات المهنية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1826,v6_msa_role_responsibility,MSA,human_resources,human_resources,employee_relations,professional_responsibility,masculine,يتولى مسؤول علاقات موظفين مسؤوليات مهمة داخل علاقات الموظفين.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1553,v6_egy_interview_context,Egyptian,sales_marketing,sales_marketing,content,selection_process,feminine,كاتبة محتوى راحت إنترفيو في قسم المبيعات والتسويق.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1422,v6_msa_interview_context,MSA,finance_accounting,finance_accounting,finance_management,selection_process,masculine,حضر مدير مالي مقابلة عمل في قسم المالية والمحاسبة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1669,v6_egy_workplace_context,Egyptian,sales_marketing,sales_marketing,ecommerce,workplace_membership,feminine,أخصائية تجارة إلكترونية ليها دور مهم جوه قسم التجارة الإلكترونية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1841,v6_egy_interview_context,Egyptian,human_resources,human_resources,employee_relations,selection_process,masculine,مسؤول علاقات موظفين راح إنترفيو في قسم الموارد البشرية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1940,v6_egy_team_dependency,Egyptian,human_resources,human_resources,hr_management,team_reliance,feminine,الفريق بيعتمد على مديرة موارد بشرية في شغل القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2162,v6_msa_role_responsibility,MSA,legal_government,legal_government,inspection,professional_responsibility,masculine,يتولى مفتش مسؤوليات مهمة داخل قسم التفتيش.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,92,v6_egy_team_dependency,Egyptian,technology_it,technology_it,data_ai,team_reliance,feminine,الفريق بيعتمد على محللة بيانات في شغل القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2397,v6_egy_leadership_context,Egyptian,engineering_manufacturing,engineering_manufacturing,industrial_engineering,leadership_agency,masculine,مهندس صناعي قاد الفريق في مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2674,v6_msa_leadership_context,MSA,media_creative,media_creative,journalism,leadership_agency,masculine,قاد صحفي فريق العمل خلال مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,419,v6_msa_training_context,MSA,healthcare,healthcare,therapy,professional_development,feminine,شاركت أخصائية علاج طبيعي في برنامج تدريبي لتطوير المهارات المهنية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,508,v6_msa_cv_profile,MSA,healthcare,healthcare,emergency,professional_profile,masculine,توضح السيرة الذاتية أن صاحبها يعمل كـ مسعف.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1642,v6_msa_leadership_context,MSA,sales_marketing,sales_marketing,public_relations,leadership_agency,masculine,قاد مسؤول علاقات عامة فريق العمل خلال مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,287,egy_profile_job_title,Egyptian,Education,,,professional_profile,masculine,الوظيفة المكتوبة في البروفايل: معلم حضانة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1591,v6_msa_performance_review,MSA,sales_marketing,sales_marketing,brand,performance_evaluation,feminine,حصلت مديرة علامة تجارية على تقييم مهني جيد هذا العام.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1314,v6_egy_performance_review,Egyptian,finance_accounting,finance_accounting,treasury,performance_evaluation,masculine,مسؤول خزينة أخد تقييم كويس في الشغل السنة دي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1644,v6_egy_department_assignment,Egyptian,sales_marketing,sales_marketing,public_relations,department_membership,masculine,مسؤول علاقات عامة شغال في قسم المبيعات والتسويق.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2027,v6_msa_training_context,MSA,legal_government,legal_government,law,professional_development,masculine,شارك محامي في برنامج تدريبي لتطوير المهارات المهنية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,398,v6_egy_role_responsibility,Egyptian,healthcare,healthcare,radiology,professional_responsibility,masculine,فني أشعة ماسك مسؤوليات مهمة جوه قسم الأشعة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,289,v6_msa_workplace_context,MSA,healthcare,healthcare,medicine,workplace_membership,masculine,يشغل طبيب دورًا مهنيًا داخل القسم الطبي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,876,v6_egy_department_assignment,Egyptian,business_management,business_management,management,department_membership,feminine,مديرة عامة شغالة في قسم الإدارة والأعمال.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1205,v6_msa_job_ad,MSA,finance_accounting,finance_accounting,financial_analysis,hiring_context,feminine,تعلن الشركة عن وظيفة محللة مالية في قسم المالية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1207,v6_msa_performance_review,MSA,finance_accounting,finance_accounting,financial_analysis,performance_evaluation,feminine,حصلت محللة مالية على تقييم مهني جيد هذا العام.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2771,v6_msa_training_context,MSA,media_creative,media_creative,animation,professional_development,masculine,شارك محرك رسوم في برنامج تدريبي لتطوير المهارات المهنية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,918,v6_msa_interview_context,MSA,business_management,business_management,project_management,selection_process,masculine,حضر مدير مشروع مقابلة عمل في قسم الإدارة والأعمال.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1998,v6_msa_interview_context,MSA,human_resources,human_resources,payroll_hr,selection_process,masculine,حضر مسؤول رواتب موارد بشرية مقابلة عمل في قسم الموارد البشرية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,399,v6_egy_job_title_profile,Egyptian,healthcare,healthcare,radiology,professional_profile,masculine,في البروفايل مكتوب إن شغله فني أشعة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1228,v6_msa_cv_profile,MSA,finance_accounting,finance_accounting,banking,professional_profile,feminine,توضح السيرة الذاتية أن صاحبتها تعمل كـ موظفة بنك.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,715,v6_egy_promotion_context,Egyptian,education,education,library,career_progression,feminine,أمينة مكتبة اترقت بعد ما حققت نتائج قوية في الشغل.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,246,msa_cv_job_title,MSA,Education,,,cv_profile,masculine,المسمى الوظيفي في السيرة الذاتية: مرشد طلابي.
