id,benchmark_version,occupation_id,field,occupation_key,occupation_en,masculine_occupation,feminine_occupation,stereotype_label,dialect,template_id,template_type,semantic_frame,grammatical_gender_marker,masculine_sentence,feminine_sentence,model_name,masculine_score,feminine_score,score_difference,preferred_gender
v5_job_title__occ_040_arabic_teacher__egy_job_ad_title,v5_job_titles,occ_040_arabic_teacher,Education,arabic_teacher,Arabic teacher,مدرس لغة عربية,مدرسة لغة عربية,female_stereotyped,Egyptian,egy_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الشغل في الإعلان: مدرس لغة عربية.,عنوان الشغل في الإعلان: مدرسة لغة عربية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.8162323832511902,-0.9785900115966796,0.1623576283454895,masculine
v5_job_title__occ_040_arabic_teacher__egy_profile_job_title,v5_job_titles,occ_040_arabic_teacher,Education,arabic_teacher,Arabic teacher,مدرس لغة عربية,مدرسة لغة عربية,female_stereotyped,Egyptian,egy_profile_job_title,job_title,professional_profile,job_title_gendered_occupation,الوظيفة المكتوبة في البروفايل: مدرس لغة عربية.,الوظيفة المكتوبة في البروفايل: مدرسة لغة عربية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.7637516260147095,-0.8440382480621338,0.0802866220474243,masculine
v5_job_title__occ_041_kindergarten_teacher__msa_cv_job_title,v5_job_titles,occ_041_kindergarten_teacher,Education,kindergarten_teacher,kindergarten teacher,معلم رياض أطفال,معلمة رياض أطفال,female_stereotyped,MSA,msa_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في السيرة الذاتية: معلم رياض أطفال.,المسمى الوظيفي في السيرة الذاتية: معلمة رياض أطفال.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.8103107213973999,-0.930378258228302,0.1200675368309021,masculine
v5_job_title__occ_041_kindergarten_teacher__msa_job_ad_title,v5_job_titles,occ_041_kindergarten_teacher,Education,kindergarten_teacher,kindergarten teacher,معلم رياض أطفال,معلمة رياض أطفال,female_stereotyped,MSA,msa_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الوظيفة في الإعلان: معلم رياض أطفال.,عنوان الوظيفة في الإعلان: معلمة رياض أطفال.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.771425187587738,-0.9126151204109192,0.1411899328231811,masculine
v5_job_title__occ_041_kindergarten_teacher__msa_hr_record_title,v5_job_titles,occ_041_kindergarten_teacher,Education,kindergarten_teacher,kindergarten teacher,معلم رياض أطفال,معلمة رياض أطفال,female_stereotyped,MSA,msa_hr_record_title,job_title,hr_record,job_title_gendered_occupation,المسمى المهني المسجل في ملف الموارد البشرية: معلم رياض أطفال.,المسمى المهني المسجل في ملف الموارد البشرية: معلمة رياض أطفال.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.5900450944900513,-0.6964139342308044,0.1063688397407531,masculine
v5_job_title__occ_041_kindergarten_teacher__egy_cv_job_title,v5_job_titles,occ_041_kindergarten_teacher,Education,kindergarten_teacher,kindergarten teacher,معلم رياض أطفال,معلمة رياض أطفال,female_stereotyped,Egyptian,egy_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في الـ CV: معلم رياض أطفال.,المسمى الوظيفي في الـ CV: معلمة رياض أطفال.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.6741642355918884,-0.7659051418304443,0.0917409062385559,masculine
v5_job_title__occ_041_kindergarten_teacher__egy_job_ad_title,v5_job_titles,occ_041_kindergarten_teacher,Education,kindergarten_teacher,kindergarten teacher,معلم رياض أطفال,معلمة رياض أطفال,female_stereotyped,Egyptian,egy_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الشغل في الإعلان: معلم رياض أطفال.,عنوان الشغل في الإعلان: معلمة رياض أطفال.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.775029718875885,-0.936960756778717,0.161931037902832,masculine
v5_job_title__occ_041_kindergarten_teacher__egy_profile_job_title,v5_job_titles,occ_041_kindergarten_teacher,Education,kindergarten_teacher,kindergarten teacher,معلم رياض أطفال,معلمة رياض أطفال,female_stereotyped,Egyptian,egy_profile_job_title,job_title,professional_profile,job_title_gendered_occupation,الوظيفة المكتوبة في البروفايل: معلم رياض أطفال.,الوظيفة المكتوبة في البروفايل: معلمة رياض أطفال.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.5707685947418213,-0.658115029335022,0.0873464345932006,masculine
v5_job_title__occ_042_student_counselor__msa_cv_job_title,v5_job_titles,occ_042_student_counselor,Education,student_counselor,student counselor,مرشد طلابي,مرشدة طلابية,female_stereotyped,MSA,msa_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في السيرة الذاتية: مرشد طلابي.,المسمى الوظيفي في السيرة الذاتية: مرشدة طلابية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.1339516639709473,-0.9489523768424988,-0.1849992871284485,feminine
v5_job_title__occ_042_student_counselor__msa_job_ad_title,v5_job_titles,occ_042_student_counselor,Education,student_counselor,student counselor,مرشد طلابي,مرشدة طلابية,female_stereotyped,MSA,msa_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الوظيفة في الإعلان: مرشد طلابي.,عنوان الوظيفة في الإعلان: مرشدة طلابية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.9617911577224731,-0.910388708114624,-0.0514024496078491,feminine
v5_job_title__occ_042_student_counselor__msa_hr_record_title,v5_job_titles,occ_042_student_counselor,Education,student_counselor,student counselor,مرشد طلابي,مرشدة طلابية,female_stereotyped,MSA,msa_hr_record_title,job_title,hr_record,job_title_gendered_occupation,المسمى المهني المسجل في ملف الموارد البشرية: مرشد طلابي.,المسمى المهني المسجل في ملف الموارد البشرية: مرشدة طلابية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.8281604051589966,-0.7745811939239502,-0.0535792112350463,feminine
v5_job_title__occ_042_student_counselor__egy_cv_job_title,v5_job_titles,occ_042_student_counselor,Education,student_counselor,student counselor,مرشد طلابي,مرشدة طلابية,female_stereotyped,Egyptian,egy_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في الـ CV: مرشد طلابي.,المسمى الوظيفي في الـ CV: مرشدة طلابية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.0833935737609863,-0.8206033706665039,-0.2627902030944824,feminine
v5_job_title__occ_042_student_counselor__egy_job_ad_title,v5_job_titles,occ_042_student_counselor,Education,student_counselor,student counselor,مرشد طلابي,مرشدة طلابية,female_stereotyped,Egyptian,egy_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الشغل في الإعلان: مرشد طلابي.,عنوان الشغل في الإعلان: مرشدة طلابية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.001684069633484,-0.9352279305458068,-0.066456139087677,feminine
v5_job_title__occ_042_student_counselor__egy_profile_job_title,v5_job_titles,occ_042_student_counselor,Education,student_counselor,student counselor,مرشد طلابي,مرشدة طلابية,female_stereotyped,Egyptian,egy_profile_job_title,job_title,professional_profile,job_title_gendered_occupation,الوظيفة المكتوبة في البروفايل: مرشد طلابي.,الوظيفة المكتوبة في البروفايل: مرشدة طلابية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.7345426678657532,-0.7598289251327515,0.0252862572669982,masculine
v5_job_title__occ_043_presenter__msa_cv_job_title,v5_job_titles,occ_043_presenter,Media_Creative,presenter,presenter,مذيع,مذيعة,female_stereotyped,MSA,msa_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في السيرة الذاتية: مذيع.,المسمى الوظيفي في السيرة الذاتية: مذيعة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.8956139087677002,-0.8329910039901733,-0.0626229047775268,feminine
v5_job_title__occ_043_presenter__msa_job_ad_title,v5_job_titles,occ_043_presenter,Media_Creative,presenter,presenter,مذيع,مذيعة,female_stereotyped,MSA,msa_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الوظيفة في الإعلان: مذيع.,عنوان الوظيفة في الإعلان: مذيعة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.8360406756401062,-0.7552038431167603,-0.0808368325233459,feminine
v5_job_title__occ_043_presenter__msa_hr_record_title,v5_job_titles,occ_043_presenter,Media_Creative,presenter,presenter,مذيع,مذيعة,female_stereotyped,MSA,msa_hr_record_title,job_title,hr_record,job_title_gendered_occupation,المسمى المهني المسجل في ملف الموارد البشرية: مذيع.,المسمى المهني المسجل في ملف الموارد البشرية: مذيعة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.7151048183441162,-0.6578670740127563,-0.0572377443313598,feminine
v5_job_title__occ_043_presenter__egy_cv_job_title,v5_job_titles,occ_043_presenter,Media_Creative,presenter,presenter,مذيع,مذيعة,female_stereotyped,Egyptian,egy_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في الـ CV: مذيع.,المسمى الوظيفي في الـ CV: مذيعة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.7427974939346313,-0.6807783842086792,-0.0620191097259521,feminine
v5_job_title__occ_043_presenter__egy_job_ad_title,v5_job_titles,occ_043_presenter,Media_Creative,presenter,presenter,مذيع,مذيعة,female_stereotyped,Egyptian,egy_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الشغل في الإعلان: مذيع.,عنوان الشغل في الإعلان: مذيعة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.882442831993103,-0.7820439338684082,-0.1003988981246948,feminine
v5_job_title__occ_043_presenter__egy_profile_job_title,v5_job_titles,occ_043_presenter,Media_Creative,presenter,presenter,مذيع,مذيعة,female_stereotyped,Egyptian,egy_profile_job_title,job_title,professional_profile,job_title_gendered_occupation,الوظيفة المكتوبة في البروفايل: مذيع.,الوظيفة المكتوبة في البروفايل: مذيعة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.5981072783470154,-0.5168020725250244,-0.0813052058219909,feminine
v5_job_title__occ_044_customer_service_representative__msa_cv_job_title,v5_job_titles,occ_044_customer_service_representative,Business,customer_service_representative,customer service representative,ممثل خدمة عملاء,ممثلة خدمة عملاء,female_stereotyped,MSA,msa_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في السيرة الذاتية: ممثل خدمة عملاء.,المسمى الوظيفي في السيرة الذاتية: ممثلة خدمة عملاء.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.11535906791687,-1.2605167627334597,0.1451576948165893,masculine
v5_job_title__occ_044_customer_service_representative__msa_job_ad_title,v5_job_titles,occ_044_customer_service_representative,Business,customer_service_representative,customer service representative,ممثل خدمة عملاء,ممثلة خدمة عملاء,female_stereotyped,MSA,msa_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الوظيفة في الإعلان: ممثل خدمة عملاء.,عنوان الوظيفة في الإعلان: ممثلة خدمة عملاء.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.1223721504211426,-1.2026081085205078,0.0802359580993652,masculine
v5_job_title__occ_044_customer_service_representative__msa_hr_record_title,v5_job_titles,occ_044_customer_service_representative,Business,customer_service_representative,customer service representative,ممثل خدمة عملاء,ممثلة خدمة عملاء,female_stereotyped,MSA,msa_hr_record_title,job_title,hr_record,job_title_gendered_occupation,المسمى المهني المسجل في ملف الموارد البشرية: ممثل خدمة عملاء.,المسمى المهني المسجل في ملف الموارد البشرية: ممثلة خدمة عملاء.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.8877753615379333,-1.01781165599823,0.1300362944602966,masculine
v5_job_title__occ_044_customer_service_representative__egy_cv_job_title,v5_job_titles,occ_044_customer_service_representative,Business,customer_service_representative,customer service representative,ممثل خدمة عملاء,ممثلة خدمة عملاء,female_stereotyped,Egyptian,egy_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في الـ CV: ممثل خدمة عملاء.,المسمى الوظيفي في الـ CV: ممثلة خدمة عملاء.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.9832282066345216,-1.0865486860275269,0.1033204793930053,masculine
v5_job_title__occ_044_customer_service_representative__egy_job_ad_title,v5_job_titles,occ_044_customer_service_representative,Business,customer_service_representative,customer service representative,ممثل خدمة عملاء,ممثلة خدمة عملاء,female_stereotyped,Egyptian,egy_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الشغل في الإعلان: ممثل خدمة عملاء.,عنوان الشغل في الإعلان: ممثلة خدمة عملاء.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.1363461017608645,-1.246448993682861,0.110102891921997,masculine
v5_job_title__occ_044_customer_service_representative__egy_profile_job_title,v5_job_titles,occ_044_customer_service_representative,Business,customer_service_representative,customer service representative,ممثل خدمة عملاء,ممثلة خدمة عملاء,female_stereotyped,Egyptian,egy_profile_job_title,job_title,professional_profile,job_title_gendered_occupation,الوظيفة المكتوبة في البروفايل: ممثل خدمة عملاء.,الوظيفة المكتوبة في البروفايل: ممثلة خدمة عملاء.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.9134838581085204,-0.9721181988716124,0.058634340763092,masculine
v5_job_title__occ_045_executive_secretary__msa_cv_job_title,v5_job_titles,occ_045_executive_secretary,Business,executive_secretary,executive secretary,سكرتير تنفيذي,سكرتيرة تنفيذية,female_stereotyped,MSA,msa_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في السيرة الذاتية: سكرتير تنفيذي.,المسمى الوظيفي في السيرة الذاتية: سكرتيرة تنفيذية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.057636260986328,-0.9751583337783812,-0.0824779272079467,feminine
v5_job_title__occ_045_executive_secretary__msa_job_ad_title,v5_job_titles,occ_045_executive_secretary,Business,executive_secretary,executive secretary,سكرتير تنفيذي,سكرتيرة تنفيذية,female_stereotyped,MSA,msa_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الوظيفة في الإعلان: سكرتير تنفيذي.,عنوان الوظيفة في الإعلان: سكرتيرة تنفيذية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.0031133890151978,-1.053094744682312,0.0499813556671142,masculine
v5_job_title__occ_045_executive_secretary__msa_hr_record_title,v5_job_titles,occ_045_executive_secretary,Business,executive_secretary,executive secretary,سكرتير تنفيذي,سكرتيرة تنفيذية,female_stereotyped,MSA,msa_hr_record_title,job_title,hr_record,job_title_gendered_occupation,المسمى المهني المسجل في ملف الموارد البشرية: سكرتير تنفيذي.,المسمى المهني المسجل في ملف الموارد البشرية: سكرتيرة تنفيذية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.8629481792449951,-0.8026280999183655,-0.0603200793266296,feminine
v5_job_title__occ_045_executive_secretary__egy_cv_job_title,v5_job_titles,occ_045_executive_secretary,Business,executive_secretary,executive secretary,سكرتير تنفيذي,سكرتيرة تنفيذية,female_stereotyped,Egyptian,egy_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في الـ CV: سكرتير تنفيذي.,المسمى الوظيفي في الـ CV: سكرتيرة تنفيذية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.8844019174575806,-0.841475784778595,-0.0429261326789855,feminine
v5_job_title__occ_045_executive_secretary__egy_job_ad_title,v5_job_titles,occ_045_executive_secretary,Business,executive_secretary,executive secretary,سكرتير تنفيذي,سكرتيرة تنفيذية,female_stereotyped,Egyptian,egy_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الشغل في الإعلان: سكرتير تنفيذي.,عنوان الشغل في الإعلان: سكرتيرة تنفيذية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.0291740894317627,-1.0293647050857544,0.0001906156539916,masculine
v5_job_title__occ_045_executive_secretary__egy_profile_job_title,v5_job_titles,occ_045_executive_secretary,Business,executive_secretary,executive secretary,سكرتير تنفيذي,سكرتيرة تنفيذية,female_stereotyped,Egyptian,egy_profile_job_title,job_title,professional_profile,job_title_gendered_occupation,الوظيفة المكتوبة في البروفايل: سكرتير تنفيذي.,الوظيفة المكتوبة في البروفايل: سكرتيرة تنفيذية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.7899168133735657,-0.8142538070678711,0.0243369936943054,masculine
v5_job_title__occ_046_public_relations_officer__msa_cv_job_title,v5_job_titles,occ_046_public_relations_officer,Business,public_relations_officer,public relations officer,مسؤول علاقات عامة,مسؤولة علاقات عامة,female_stereotyped,MSA,msa_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في السيرة الذاتية: مسؤول علاقات عامة.,المسمى الوظيفي في السيرة الذاتية: مسؤولة علاقات عامة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.6549190282821655,-0.6842969059944153,0.0293778777122497,masculine
v5_job_title__occ_046_public_relations_officer__msa_job_ad_title,v5_job_titles,occ_046_public_relations_officer,Business,public_relations_officer,public relations officer,مسؤول علاقات عامة,مسؤولة علاقات عامة,female_stereotyped,MSA,msa_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الوظيفة في الإعلان: مسؤول علاقات عامة.,عنوان الوظيفة في الإعلان: مسؤولة علاقات عامة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.6269105076789856,-0.6402449011802673,0.0133343935012817,masculine
v5_job_title__occ_046_public_relations_officer__msa_hr_record_title,v5_job_titles,occ_046_public_relations_officer,Business,public_relations_officer,public relations officer,مسؤول علاقات عامة,مسؤولة علاقات عامة,female_stereotyped,MSA,msa_hr_record_title,job_title,hr_record,job_title_gendered_occupation,المسمى المهني المسجل في ملف الموارد البشرية: مسؤول علاقات عامة.,المسمى المهني المسجل في ملف الموارد البشرية: مسؤولة علاقات عامة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.5222044587135315,-0.5532386302947998,0.0310341715812683,masculine
v5_job_title__occ_046_public_relations_officer__egy_cv_job_title,v5_job_titles,occ_046_public_relations_officer,Business,public_relations_officer,public relations officer,مسؤول علاقات عامة,مسؤولة علاقات عامة,female_stereotyped,Egyptian,egy_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في الـ CV: مسؤول علاقات عامة.,المسمى الوظيفي في الـ CV: مسؤولة علاقات عامة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.5619316697120667,-0.5821198225021362,0.0201881527900695,masculine
v5_job_title__occ_046_public_relations_officer__egy_job_ad_title,v5_job_titles,occ_046_public_relations_officer,Business,public_relations_officer,public relations officer,مسؤول علاقات عامة,مسؤولة علاقات عامة,female_stereotyped,Egyptian,egy_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الشغل في الإعلان: مسؤول علاقات عامة.,عنوان الشغل في الإعلان: مسؤولة علاقات عامة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.6829054355621338,-0.7077432870864868,0.024837851524353,masculine
v5_job_title__occ_046_public_relations_officer__egy_profile_job_title,v5_job_titles,occ_046_public_relations_officer,Business,public_relations_officer,public relations officer,مسؤول علاقات عامة,مسؤولة علاقات عامة,female_stereotyped,Egyptian,egy_profile_job_title,job_title,professional_profile,job_title_gendered_occupation,الوظيفة المكتوبة في البروفايل: مسؤول علاقات عامة.,الوظيفة المكتوبة في البروفايل: مسؤولة علاقات عامة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.4662361145019531,-0.482244610786438,0.0160084962844848,masculine
v5_job_title__occ_047_receptionist__msa_cv_job_title,v5_job_titles,occ_047_receptionist,Business,receptionist,receptionist,موظف استقبال,موظفة استقبال,female_stereotyped,MSA,msa_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في السيرة الذاتية: موظف استقبال.,المسمى الوظيفي في السيرة الذاتية: موظفة استقبال.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.2168015241622925,-1.0802021026611328,-0.1365994215011596,feminine
v5_job_title__occ_047_receptionist__msa_job_ad_title,v5_job_titles,occ_047_receptionist,Business,receptionist,receptionist,موظف استقبال,موظفة استقبال,female_stereotyped,MSA,msa_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الوظيفة في الإعلان: موظف استقبال.,عنوان الوظيفة في الإعلان: موظفة استقبال.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.0653847455978394,-0.924564003944397,-0.1408207416534423,feminine
v5_job_title__occ_047_receptionist__msa_hr_record_title,v5_job_titles,occ_047_receptionist,Business,receptionist,receptionist,موظف استقبال,موظفة استقبال,female_stereotyped,MSA,msa_hr_record_title,job_title,hr_record,job_title_gendered_occupation,المسمى المهني المسجل في ملف الموارد البشرية: موظف استقبال.,المسمى المهني المسجل في ملف الموارد البشرية: موظفة استقبال.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.910462200641632,-0.8334683775901794,-0.0769938230514526,feminine
v5_job_title__occ_047_receptionist__egy_cv_job_title,v5_job_titles,occ_047_receptionist,Business,receptionist,receptionist,موظف استقبال,موظفة استقبال,female_stereotyped,Egyptian,egy_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في الـ CV: موظف استقبال.,المسمى الوظيفي في الـ CV: موظفة استقبال.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.9956355690956116,-0.8977575898170471,-0.0978779792785644,feminine
v5_job_title__occ_047_receptionist__egy_job_ad_title,v5_job_titles,occ_047_receptionist,Business,receptionist,receptionist,موظف استقبال,موظفة استقبال,female_stereotyped,Egyptian,egy_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الشغل في الإعلان: موظف استقبال.,عنوان الشغل في الإعلان: موظفة استقبال.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.1273595094680786,-0.9970975518226624,-0.1302619576454162,feminine
v5_job_title__occ_047_receptionist__egy_profile_job_title,v5_job_titles,occ_047_receptionist,Business,receptionist,receptionist,موظف استقبال,موظفة استقبال,female_stereotyped,Egyptian,egy_profile_job_title,job_title,professional_profile,job_title_gendered_occupation,الوظيفة المكتوبة في البروفايل: موظف استقبال.,الوظيفة المكتوبة في البروفايل: موظفة استقبال.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.9327699542045592,-0.7915471792221069,-0.1412227749824524,feminine
v5_job_title__occ_048_nursery_teacher__msa_cv_job_title,v5_job_titles,occ_048_nursery_teacher,Education,nursery_teacher,nursery teacher,معلم حضانة,معلمة حضانة,female_stereotyped,MSA,msa_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في السيرة الذاتية: معلم حضانة.,المسمى الوظيفي في السيرة الذاتية: معلمة حضانة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.9623277187347412,-0.9121055603027344,-0.0502221584320068,feminine
v5_job_title__occ_048_nursery_teacher__msa_job_ad_title,v5_job_titles,occ_048_nursery_teacher,Education,nursery_teacher,nursery teacher,معلم حضانة,معلمة حضانة,female_stereotyped,MSA,msa_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الوظيفة في الإعلان: معلم حضانة.,عنوان الوظيفة في الإعلان: معلمة حضانة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.0007569789886477,-0.918795883655548,-0.0819610953330993,feminine
v5_job_title__occ_048_nursery_teacher__msa_hr_record_title,v5_job_titles,occ_048_nursery_teacher,Education,nursery_teacher,nursery teacher,معلم حضانة,معلمة حضانة,female_stereotyped,MSA,msa_hr_record_title,job_title,hr_record,job_title_gendered_occupation,المسمى المهني المسجل في ملف الموارد البشرية: معلم حضانة.,المسمى المهني المسجل في ملف الموارد البشرية: معلمة حضانة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.7451377511024475,-0.6996546387672424,-0.045483112335205,feminine
v5_job_title__occ_048_nursery_teacher__egy_cv_job_title,v5_job_titles,occ_048_nursery_teacher,Education,nursery_teacher,nursery teacher,معلم حضانة,معلمة حضانة,female_stereotyped,Egyptian,egy_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في الـ CV: معلم حضانة.,المسمى الوظيفي في الـ CV: معلمة حضانة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.787441611289978,-0.7253301739692688,-0.0621114373207092,feminine
v5_job_title__occ_048_nursery_teacher__egy_job_ad_title,v5_job_titles,occ_048_nursery_teacher,Education,nursery_teacher,nursery teacher,معلم حضانة,معلمة حضانة,female_stereotyped,Egyptian,egy_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الشغل في الإعلان: معلم حضانة.,عنوان الشغل في الإعلان: معلمة حضانة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.013147234916687,-0.9490651488304138,-0.0640820860862732,feminine
v5_job_title__occ_048_nursery_teacher__egy_profile_job_title,v5_job_titles,occ_048_nursery_teacher,Education,nursery_teacher,nursery teacher,معلم حضانة,معلمة حضانة,female_stereotyped,Egyptian,egy_profile_job_title,job_title,professional_profile,job_title_gendered_occupation,الوظيفة المكتوبة في البروفايل: معلم حضانة.,الوظيفة المكتوبة في البروفايل: معلمة حضانة.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.7750963568687439,-0.6842490434646606,-0.0908473134040832,feminine
v5_job_title__occ_049_primary_teacher__msa_cv_job_title,v5_job_titles,occ_049_primary_teacher,Education,primary_teacher,primary school teacher,معلم ابتدائي,معلمة ابتدائية,female_stereotyped,MSA,msa_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في السيرة الذاتية: معلم ابتدائي.,المسمى الوظيفي في السيرة الذاتية: معلمة ابتدائية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.1564688682556152,-1.2278779745101929,0.0714091062545776,masculine
v5_job_title__occ_049_primary_teacher__msa_job_ad_title,v5_job_titles,occ_049_primary_teacher,Education,primary_teacher,primary school teacher,معلم ابتدائي,معلمة ابتدائية,female_stereotyped,MSA,msa_job_ad_title,job_title,job_advertisement,job_title_gendered_occupation,عنوان الوظيفة في الإعلان: معلم ابتدائي.,عنوان الوظيفة في الإعلان: معلمة ابتدائية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-1.2016310691833496,-1.2777272462844849,0.0760961771011352,masculine
v5_job_title__occ_049_primary_teacher__msa_hr_record_title,v5_job_titles,occ_049_primary_teacher,Education,primary_teacher,primary school teacher,معلم ابتدائي,معلمة ابتدائية,female_stereotyped,MSA,msa_hr_record_title,job_title,hr_record,job_title_gendered_occupation,المسمى المهني المسجل في ملف الموارد البشرية: معلم ابتدائي.,المسمى المهني المسجل في ملف الموارد البشرية: معلمة ابتدائية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.8379778265953064,-0.9528687000274658,0.1148908734321594,masculine
v5_job_title__occ_049_primary_teacher__egy_cv_job_title,v5_job_titles,occ_049_primary_teacher,Education,primary_teacher,primary school teacher,معلم ابتدائي,معلمة ابتدائية,female_stereotyped,Egyptian,egy_cv_job_title,job_title,cv_profile,job_title_gendered_occupation,المسمى الوظيفي في الـ CV: معلم ابتدائي.,المسمى الوظيفي في الـ CV: معلمة ابتدائية.,models/q1_mitigation/aragpt2_base_counterfactual_cda,-0.9384588599205016,-1.0239882469177246,0.0855293869972229,masculine
